Order,TapeID_N1,readDate_N1,arrayCode_N1,ROX,FAM,VIC,n_VIC,n_FAM,96well,384RowIndex,384ColIndex,Q,Sample,n_FAM CALL,CALL,TapeID_N3,readDate_N3,arrayCode_N3,ROX_N3,FAM_N3,VIC_N3,n_VIC_N3,n_FAM_N3,n_FAM CALL_N3,CALL_N3,384well,CONCORD
1383,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2791,2591,8880,3.181655321,0.928341096,,H,15,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2844,2421,8130,2.858649789,0.851265823,NEG,NOT DETECTED,H15,TRUE
1384,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3002,2818,9587,3.193537642,0.938707528,,I,15,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3168,2855,9019,2.846906566,0.901199495,NEG,NOT DETECTED,I15,TRUE
1385,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2876,32420,10683,3.714534075,11.27260083,,J,15,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3098,34188,10781,3.479987088,11.03550678,POS,DETECTED,J15,TRUE
1386,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2542,2835,7761,3.053107789,1.115263572,,K,15,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3056,3286,7954,2.602748691,1.07526178,NEG,NOT DETECTED,K15,TRUE
1387,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3195,3304,9480,2.96713615,1.034115806,,L,15,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3039,3106,7674,2.525172754,1.022046726,NEG,NOT DETECTED,L15,TRUE
1388,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3222,3472,8901,2.762569832,1.077591558,,M,15,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2919,3118,7120,2.439191504,1.068174032,NEG,NOT DETECTED,M15,TRUE
1389,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2846,2920,8468,2.975404076,1.026001405,,N,15,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2708,2758,7095,2.620014771,1.018463811,NEG,NOT DETECTED,N15,TRUE
1390,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2357,2492,6620,2.80865507,1.057276199,,O,15,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2374,2496,5979,2.51853412,1.051390059,NEG,NOT DETECTED,O15,TRUE
1391,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3056,35562,9296,3.041884817,11.6367801,,P,15,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3310,37371,9079,2.742900302,11.29033233,POS,DETECTED,P15,TRUE
1392,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3741,3653,10577,2.827318899,0.976476878,,A,16,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3087,2901,7985,2.586653709,0.939747328,NEG,NOT DETECTED,A16,TRUE
1393,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3427,4818,261,0.076159907,1.405894368,,B,16,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2760,3702,112,0.04057971,1.341304348,NEG,VOID,B16,TRUE
1394,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3166,3417,9341,2.950410613,1.079279848,,C,16,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3563,3507,9982,2.801571709,0.984282908,NEG,NOT DETECTED,C16,TRUE
1395,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2993,4344,273,0.09121283,1.451386569,,D,16,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3612,5202,151,0.041805094,1.440199336,NEG,VOID,D16,TRUE
1396,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3274,3360,9624,2.939523519,1.026267563,,E,16,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3488,3278,9469,2.714736239,0.939793578,NEG,NOT DETECTED,E16,TRUE
1397,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2883,4286,279,0.096774194,1.486645855,,F,16,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3483,4627,183,0.052540913,1.328452483,NEG,VOID,F16,TRUE
1398,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3113,34620,9270,2.977834886,11.12110504,,G,16,2,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3051,32588,9868,3.234349394,10.68108817,POS,DETECTED,G16,TRUE
1399,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2990,4403,320,0.107023411,1.472575251,,H,16,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3146,4220,204,0.064844247,1.341385887,NEG,VOID,H16,TRUE
1400,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2600,20224,8967,3.448846154,7.778461538,,I,16,2,POOL00008688,PLOD,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3388,2878,9990,2.948642267,0.849468713,NEG,NOT DETECTED,I16,FALSE
1401,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2840,4118,349,0.122887324,1.45,,J,16,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3454,4653,161,0.046612623,1.347133758,NEG,VOID,J16,TRUE
1402,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2513,2476,7882,3.136490251,0.985276562,,K,16,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3032,2923,8092,2.668865435,0.964050132,NEG,NOT DETECTED,K16,TRUE
1403,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3210,4617,353,0.109968847,1.438317757,,L,16,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2978,4071,176,0.059100067,1.367024849,NEG,VOID,L16,TRUE
1404,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2292,2407,7048,3.07504363,1.05017452,,M,16,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3456,3390,9132,2.642361111,0.980902778,NEG,NOT DETECTED,M16,TRUE
1405,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2917,4348,294,0.100788481,1.490572506,,N,16,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3244,4266,147,0.045314427,1.315043157,NEG,VOID,N16,TRUE
1406,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3185,3510,8963,2.814128728,1.102040816,,O,16,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3600,3577,8936,2.482222222,0.993611111,NEG,NOT DETECTED,O16,TRUE
1407,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3336,4508,228,0.068345324,1.351318945,,P,16,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2164,2808,105,0.048521257,1.297597043,NEG,VOID,P16,TRUE
1408,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3610,3635,9948,2.75567867,1.006925208,,A,17,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2768,2641,6936,2.505780347,0.954118497,NEG,NOT DETECTED,A17,TRUE
1409,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2916,2943,8954,3.070644719,1.009259259,,B,17,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3481,3255,9559,2.746049986,0.935076128,NEG,NOT DETECTED,B17,TRUE
1410,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3007,3092,9155,3.044562687,1.028267376,,C,17,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3552,3398,10079,2.837556306,0.956644144,NEG,NOT DETECTED,C17,TRUE
1411,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2983,3062,8989,3.013409319,1.026483406,,D,17,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3505,3274,9603,2.739800285,0.934094151,NEG,NOT DETECTED,D17,TRUE
1412,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2906,2982,8752,3.011699931,1.026152787,,E,17,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3378,3177,9282,2.747779751,0.940497336,NEG,NOT DETECTED,E17,TRUE
1413,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3047,34616,10274,3.371841155,11.36068264,,F,17,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3138,37008,9683,3.085723391,11.79349904,POS,DETECTED,F17,TRUE
1414,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3186,35101,11845,3.717827997,11.01726303,,G,17,1,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2984,33773,10772,3.609919571,11.31802949,POS,DETECTED,G17,TRUE
1415,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2970,2833,9821,3.306734007,0.953872054,,H,17,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3070,2723,8515,2.773615635,0.886970684,NEG,NOT DETECTED,H17,TRUE
1416,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2622,2594,8639,3.29481312,0.989321129,,I,17,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3532,3996,9781,2.769252548,1.131370328,NEG,NOT DETECTED,I17,TRUE
1417,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2521,29426,9845,3.905196351,11.67235224,,J,17,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3094,33566,10972,3.546218487,10.8487395,POS,DETECTED,J17,TRUE
1418,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2635,2730,7654,2.904743833,1.036053131,,K,17,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3077,3032,7680,2.495937602,0.985375366,NEG,NOT DETECTED,K17,TRUE
1419,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3534,3770,10103,2.858800226,1.066779853,,L,17,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3057,3256,7648,2.501799149,1.0650965,NEG,NOT DETECTED,L17,TRUE
1420,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2846,3023,8355,2.935699227,1.062192551,,M,17,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2851,2941,7414,2.600491056,1.031567871,NEG,NOT DETECTED,M17,TRUE
1421,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2641,2852,7722,2.923892465,1.07989398,,N,17,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2345,2429,5962,2.542430704,1.035820896,NEG,NOT DETECTED,N17,TRUE
1422,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3629,3842,10140,2.79415817,1.058693855,,O,17,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2317,2454,5812,2.508416055,1.059128183,NEG,NOT DETECTED,O17,TRUE
1423,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3297,3525,8943,2.712465878,1.069153776,,P,17,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2188,2256,5537,2.530621572,1.031078611,NEG,NOT DETECTED,P17,TRUE
1424,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3597,3571,9919,2.757575758,0.992771754,,A,18,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3060,3009,8325,2.720588235,0.983333333,NEG,NOT DETECTED,A18,TRUE
1425,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3198,4476,141,0.044090056,1.399624765,,B,18,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3460,4520,135,0.039017341,1.306358382,NEG,VOID,B18,TRUE
1426,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2761,32599,9361,3.390438247,11.806954,,C,18,2,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3220,37139,10105,3.138198758,11.53385093,POS,DETECTED,C18,TRUE
1427,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3198,4534,318,0.099437148,1.417761101,,D,18,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3414,4634,156,0.0456942,1.35735208,NEG,VOID,D18,TRUE
1428,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3354,3389,9916,2.956469887,1.010435301,,E,18,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3508,3244,9764,2.783352338,0.924743444,NEG,NOT DETECTED,E18,TRUE
1429,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3434,4828,271,0.078916715,1.405940594,,F,18,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3450,4592,160,0.046376812,1.331014493,NEG,VOID,F18,TRUE
1430,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2881,2858,9091,3.155501562,0.992016661,,G,18,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3314,2998,9277,2.79933615,0.904646952,NEG,NOT DETECTED,G18,TRUE
1431,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2947,4337,332,0.112656939,1.471666101,,H,18,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3089,4186,233,0.075428941,1.35513111,NEG,VOID,H18,TRUE
1432,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3197,2972,9841,3.078198311,0.92962152,,I,18,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2803,2362,8487,3.027827328,0.842668569,NEG,NOT DETECTED,I18,TRUE
1433,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3613,4989,374,0.103515084,1.380846942,,J,18,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3571,4828,159,0.044525343,1.35200224,NEG,VOID,J18,TRUE
1434,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3086,3114,8600,2.786779002,1.009073234,,K,18,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3171,3036,8183,2.580573951,0.957426679,NEG,NOT DETECTED,K18,TRUE
1435,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3903,5303,299,0.076607738,1.358698437,,L,18,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2985,4007,170,0.056951424,1.342378559,NEG,VOID,L18,TRUE
1436,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2809,2842,8816,3.138483446,1.011747953,,M,18,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2909,3103,7098,2.44001375,1.066689584,NEG,NOT DETECTED,M18,TRUE
1437,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2197,3081,491,0.223486573,1.402366864,,N,18,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3395,4569,197,0.05802651,1.345802651,NEG,VOID,N18,TRUE
1438,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3652,3948,10374,2.840635268,1.081051479,,O,18,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2119,2203,5055,2.385559226,1.03964134,NEG,NOT DETECTED,O18,TRUE
1439,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3324,4829,274,0.082430806,1.45276775,,P,18,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2013,2649,135,0.067064083,1.315946349,NEG,VOID,P18,TRUE
1440,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3493,3632,9349,2.676495849,1.039793873,,A,19,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2641,2743,6465,2.447936388,1.038621734,NEG,NOT DETECTED,A19,TRUE
1441,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3507,3491,9868,2.813800969,0.995437696,,B,19,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2653,2544,7151,2.695439126,0.958914436,NEG,NOT DETECTED,B19,TRUE
1442,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3543,3620,9928,2.802145075,1.021732995,,C,19,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3510,3313,9923,2.827065527,0.943874644,NEG,NOT DETECTED,C19,TRUE
1443,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3432,3556,9368,2.72960373,1.036130536,,D,19,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3198,3144,8587,2.685115697,0.983114447,NEG,NOT DETECTED,D19,TRUE
1444,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3239,3363,9284,2.866316764,1.038283421,,E,19,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3612,3356,9608,2.660022148,0.929125138,NEG,NOT DETECTED,E19,TRUE
1445,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3320,3331,9563,2.880421687,1.003313253,,F,19,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3581,3304,9870,2.756213348,0.922647305,NEG,NOT DETECTED,F19,TRUE
1446,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3053,2999,9259,3.032754668,0.98231248,,G,19,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3574,3199,9959,2.78651371,0.895075546,NEG,NOT DETECTED,G19,TRUE
1447,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3031,2748,9532,3.144836688,0.906631475,,H,19,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3170,2764,8865,2.796529968,0.87192429,NEG,NOT DETECTED,H19,TRUE
1448,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2488,2413,8225,3.305868167,0.969855305,,I,19,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2952,2724,8647,2.929200542,0.922764228,NEG,NOT DETECTED,I19,TRUE
1449,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2505,2725,8102,3.234331337,1.087824351,,J,19,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3161,3263,8558,2.707371085,1.03226827,NEG,NOT DETECTED,J19,TRUE
1450,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3459,3287,10960,3.168545822,0.950274646,,K,19,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3001,2891,7892,2.62979007,0.963345551,NEG,NOT DETECTED,K19,TRUE
1451,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3754,3993,11274,3.00319659,1.063665424,,L,19,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3229,3277,8458,2.619386807,1.014865283,NEG,NOT DETECTED,L19,TRUE
1452,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3144,3424,9170,2.916666667,1.089058524,,M,19,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2833,3039,7193,2.539004589,1.072714437,NEG,NOT DETECTED,M19,TRUE
1453,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2719,32029,9977,3.669363737,11.77969842,,N,19,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,1947,22539,5924,3.042629687,11.57627119,POS,DETECTED,N19,TRUE
1454,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2742,32998,350,0.127644055,12.03428155,,O,19,1,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2024,24345,65,0.032114625,12.02816206,POS,DETECTED,O19,TRUE
1455,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2650,31390,491,0.185283019,11.84528302,,P,19,3,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2997,36679,89,0.029696363,12.23857191,POS,DETECTED,P19,TRUE
1456,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3095,3178,9144,2.954442649,1.026817447,,A,20,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3106,3787,7767,2.500643915,1.219253059,NEG,NOT DETECTED,A20,TRUE
1457,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3190,4479,277,0.086833856,1.404075235,,B,20,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3058,4053,168,0.054937868,1.325376063,NEG,VOID,B20,TRUE
1458,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3132,3141,9405,3.002873563,1.002873563,,C,20,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3364,3220,9378,2.787752675,0.957193817,NEG,NOT DETECTED,C20,TRUE
1459,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2877,4199,262,0.091067084,1.45950643,,D,20,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3444,4705,153,0.044425087,1.366144019,NEG,VOID,D20,TRUE
1460,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3619,4276,10349,2.859629732,1.181541862,,E,20,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3385,3137,9481,2.800886263,0.926735598,NEG,NOT DETECTED,E20,TRUE
1461,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3669,5082,290,0.079040611,1.385118561,,F,20,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3429,4514,157,0.045785943,1.316418781,NEG,VOID,F20,TRUE
1462,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2837,2770,8601,3.031723652,0.976383504,,G,20,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3577,3195,9920,2.773273693,0.893206598,NEG,NOT DETECTED,G20,TRUE
1463,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3162,4496,356,0.11258697,1.421884883,,H,20,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3124,4256,204,0.065300896,1.362355954,NEG,VOID,H20,TRUE
1464,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3399,3282,9773,2.875257429,0.965578111,,I,20,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2589,2169,7719,2.981460023,0.837775203,NEG,NOT DETECTED,I20,TRUE
1465,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3399,4769,302,0.088849662,1.403059723,,J,20,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3536,4739,155,0.043834842,1.340214932,NEG,VOID,J20,TRUE
1466,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3408,3677,9598,2.816314554,1.078931925,,K,20,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2991,2915,7662,2.561685055,0.974590438,NEG,NOT DETECTED,K20,TRUE
1467,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3399,4732,353,0.103854075,1.392174169,,L,20,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3003,10688,247,0.082251082,3.559107559,NEG,VOID,L20,TRUE
1468,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2948,2987,9569,3.245929444,1.013229308,,M,20,2,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2803,2871,6983,2.491259365,1.024259722,NEG,NOT DETECTED,M20,TRUE
1469,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2885,4280,294,0.101906412,1.483535529,,N,20,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2207,2876,151,0.068418668,1.303126416,NEG,VOID,N20,TRUE
1470,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,2986,36249,286,0.095780308,12.13965171,,O,20,2,POOL00008688,POS,DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2005,24358,65,0.032418953,12.14862843,POS,DETECTED,O20,TRUE
1471,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,1850,2495,433,0.234054054,1.348648649,,P,20,4,POOL00008688,NEG,VOID,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,2169,2814,131,0.060396496,1.297372061,NEG,VOID,P20,TRUE
1472,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3264,3587,9009,2.760110294,1.098958333,,A,21,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3081,3404,7617,2.47224927,1.104836092,NEG,NOT DETECTED,A21,TRUE
1473,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3093,3213,9215,2.979308115,1.038797284,,B,21,3,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3252,3166,8079,2.484317343,0.973554736,NEG,NOT DETECTED,B21,TRUE
1474,799362,2021:12:15:14:40:27,00890018002017.00620201110.799362,3471,3550,9926,2.859694613,1.022760012,,C,21,1,POOL00008688,NEG,NOT DETECTED,606437,2021:12:15:20:05:09,00890018002017.00620210114.606437,3285,3113,9384,2.856621005,0.947640791,NEG,NOT DETECTED,C21,TRUE
