Order,TapeID_N1,readDate_N1,arrayCode_N1,ROX,FAM,VIC,n_VIC,n_FAM,96well,384RowIndex,384ColIndex,Q,Sample,n_FAM CALL,CALL,TapeID_N3,readDate_N3,arrayCode_N3,ROX_N3,FAM_N3,VIC_N3,n_VIC_N3,n_FAM_N3,n_FAM CALL_N3,CALL_N3,384well,CONCORD
981,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3606,5074,298,0.082640044,1.407099279,,F,14,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3305,4572,254,0.076853253,1.383358548,NEG,VOID,F14,TRUE
982,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3344,18563,10341,3.092404306,5.551136364,,G,14,2,POOL00008695,PLOD,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3532,3324,10640,3.012457531,0.941109853,NEG,NOT DETECTED,G14,FALSE
983,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3576,4983,329,0.092002237,1.393456376,,H,14,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3510,4842,253,0.072079772,1.379487179,NEG,VOID,H14,TRUE
984,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3524,3588,10727,3.043984109,1.01816118,,I,14,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3345,3262,9587,2.866068759,0.975186846,NEG,NOT DETECTED,I14,TRUE
985,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3662,5132,163,0.044511196,1.401419989,,J,14,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3605,4971,283,0.07850208,1.378918169,NEG,VOID,J14,TRUE
986,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3332,3338,9738,2.922569028,1.00180072,,K,14,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3300,3223,9346,2.832121212,0.976666667,NEG,NOT DETECTED,K14,TRUE
987,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3524,4968,294,0.083427923,1.409761635,,L,14,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3400,4891,281,0.082647059,1.438529412,NEG,VOID,L14,TRUE
988,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3182,3534,9258,2.909490886,1.11062225,,M,14,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3252,3472,9054,2.784132841,1.067650677,NEG,NOT DETECTED,M14,TRUE
989,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3045,4286,286,0.093924466,1.407553366,,N,14,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3293,4650,242,0.07348922,1.412086244,NEG,VOID,N14,TRUE
990,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3034,3327,8498,2.800922874,1.096572182,,O,14,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3600,3585,9852,2.736666667,0.995833333,NEG,NOT DETECTED,O14,TRUE
991,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2924,4092,266,0.090971272,1.399452804,,P,14,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3792,5150,183,0.048259494,1.358122363,NEG,VOID,P14,TRUE
992,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3554,3546,9596,2.700056275,0.997749015,,A,15,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3433,3314,8649,2.519370813,0.96533644,NEG,NOT DETECTED,A15,TRUE
993,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3359,35531,11068,3.295028282,10.57785055,,B,15,3,POOL00008695,POS,DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3056,37288,11570,3.785994764,12.20157068,POS,DETECTED,B15,TRUE
994,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2864,2948,8703,3.038756983,1.029329609,,C,15,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3129,2981,9706,3.101949505,0.952700543,NEG,NOT DETECTED,C15,TRUE
995,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3478,3863,10068,2.894767108,1.110695802,,D,15,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3044,3136,9340,3.068331143,1.03022339,NEG,NOT DETECTED,D15,TRUE
996,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3333,3504,8999,2.699969997,1.051305131,,E,15,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3445,3424,9986,2.898693759,0.993904209,NEG,NOT DETECTED,E15,TRUE
997,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3316,4013,10029,3.024427021,1.210193004,,F,15,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3181,3502,9530,2.995913235,1.100911663,NEG,NOT DETECTED,F15,TRUE
998,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3186,3190,9758,3.062774639,1.001255493,,G,15,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3697,3469,10846,2.933730051,0.938328374,NEG,NOT DETECTED,G15,TRUE
999,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2911,2677,9611,3.301614565,0.919615252,,H,15,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3740,3305,11529,3.082620321,0.88368984,NEG,NOT DETECTED,H15,TRUE
1000,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3169,4524,373,0.117702745,1.427579678,,I,15,1,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3481,4741,244,0.0700948,1.361964953,NEG,VOID,I15,TRUE
1001,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3652,3841,11009,3.014512596,1.051752464,,J,15,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3164,3095,8898,2.812262958,0.978192162,NEG,NOT DETECTED,J15,TRUE
1002,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2911,2936,8934,3.069048437,1.008588114,,K,15,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3529,3269,10300,2.918673845,0.926324738,NEG,NOT DETECTED,K15,TRUE
1003,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3268,3468,9752,2.984088127,1.06119951,,L,15,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3416,3463,9270,2.713700234,1.013758782,NEG,NOT DETECTED,L15,TRUE
1004,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2991,3255,8510,2.845202273,1.088264794,,M,15,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3265,3289,9362,2.867381317,1.007350689,NEG,NOT DETECTED,M15,TRUE
1005,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2851,3166,7850,2.753419853,1.110487548,,N,15,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3359,3355,9503,2.829115808,0.998809169,NEG,NOT DETECTED,N15,TRUE
1006,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2869,3171,8386,2.922969676,1.105263158,,O,15,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3649,3594,9947,2.725952316,0.984927377,NEG,NOT DETECTED,O15,TRUE
1007,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2958,3206,8505,2.87525355,1.083840433,,P,15,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3836,3730,10043,2.618091762,0.972367049,NEG,NOT DETECTED,P15,TRUE
1008,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3679,3782,10593,2.879315031,1.027996738,,A,16,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3589,3566,9298,2.590693787,0.99359153,NEG,NOT DETECTED,A16,TRUE
1009,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2960,4304,255,0.086148649,1.454054054,,B,16,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3436,4545,174,0.050640279,1.322759022,NEG,VOID,B16,TRUE
1010,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3377,3518,9538,2.824400355,1.041753035,,C,16,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3134,3334,7402,2.361837907,1.063816209,NEG,NOT DETECTED,C16,TRUE
1011,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3175,4494,262,0.082519685,1.415433071,,D,16,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3319,4675,227,0.068394095,1.408556794,NEG,VOID,D16,TRUE
1012,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3295,3484,9628,2.922003035,1.057359636,,E,16,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3585,3479,10591,2.954253835,0.970432357,NEG,NOT DETECTED,E16,TRUE
1013,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3337,4722,262,0.078513635,1.415043452,,F,16,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3706,5074,235,0.063410685,1.369131139,NEG,VOID,F16,TRUE
1014,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3300,3358,9765,2.959090909,1.017575758,,G,16,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3289,3135,9712,2.952873214,0.953177258,NEG,NOT DETECTED,G16,TRUE
1015,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3272,4580,292,0.089242054,1.399755501,,H,16,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3764,5182,239,0.063496281,1.376726886,NEG,VOID,H16,TRUE
1016,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3141,2921,10149,3.231136581,0.929958612,,I,16,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3256,2938,9946,3.054668305,0.902334152,NEG,NOT DETECTED,I16,TRUE
1017,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3472,4912,298,0.085829493,1.414746544,,J,16,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3417,4716,259,0.075797483,1.380158033,NEG,VOID,J16,TRUE
1018,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2947,3006,8941,3.033932813,1.02002036,,K,16,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3009,2868,8526,2.833499501,0.953140578,NEG,NOT DETECTED,K16,TRUE
1019,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3316,4796,329,0.099215923,1.446320869,,L,16,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3214,4483,218,0.067828251,1.394835096,NEG,VOID,L16,TRUE
1020,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3084,3383,9099,2.950389105,1.09695201,,M,16,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,2802,2977,7670,2.737330478,1.062455389,NEG,NOT DETECTED,M16,TRUE
1021,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3100,4523,99,0.031935484,1.459032258,,N,16,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3057,4294,252,0.082433759,1.404645077,NEG,VOID,N16,TRUE
1022,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2907,3288,8652,2.97626419,1.131062951,,O,16,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3722,3740,10051,2.700429876,1.00483611,NEG,NOT DETECTED,O16,TRUE
1023,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2814,4027,193,0.068585643,1.431058991,,P,16,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3659,4936,168,0.045914184,1.34900246,NEG,VOID,P16,TRUE
1024,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3584,3619,10113,2.821707589,1.009765625,,A,17,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3209,3198,8047,2.507634777,0.996572141,NEG,NOT DETECTED,A17,TRUE
1025,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2932,3043,8759,2.987380628,1.037858117,,B,17,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3351,3497,8676,2.589077887,1.043569084,NEG,NOT DETECTED,B17,TRUE
1026,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3115,3223,9118,2.927126806,1.034670947,,C,17,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3081,3004,9263,3.006491399,0.975008114,NEG,NOT DETECTED,C17,TRUE
1027,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3228,3644,9384,2.907063197,1.128872367,,D,17,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3128,3214,9262,2.960997442,1.027493606,NEG,NOT DETECTED,D17,TRUE
1028,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3803,3926,11359,2.986852485,1.032342887,,E,17,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3568,3430,10691,2.996356502,0.96132287,NEG,NOT DETECTED,E17,TRUE
1029,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3205,3282,9526,2.972230889,1.024024961,,F,17,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3457,3275,10021,2.898756147,0.947353196,NEG,NOT DETECTED,F17,TRUE
1030,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2998,3103,8695,2.900266845,1.035023349,,G,17,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3609,3350,10333,2.863119978,0.928234968,NEG,NOT DETECTED,G17,TRUE
1031,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2930,2750,9283,3.168259386,0.938566553,,H,17,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3277,2910,9698,2.959414098,0.888007324,NEG,NOT DETECTED,H17,TRUE
1032,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3527,3318,11105,3.148568188,0.940742841,,I,17,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3287,2838,9884,3.006997262,0.863401278,NEG,NOT DETECTED,I17,TRUE
1033,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3541,3728,9980,2.818412878,1.052809941,,J,17,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3246,3082,9236,2.845348121,0.949476278,NEG,NOT DETECTED,J17,TRUE
1034,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2921,2981,9101,3.115713797,1.020540911,,K,17,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3261,3172,9417,2.887764489,0.972707758,NEG,NOT DETECTED,K17,TRUE
1035,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3063,3466,8558,2.793992817,1.131570356,,L,17,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3170,3452,7292,2.300315457,1.088958991,NEG,NOT DETECTED,L17,TRUE
1036,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2699,3016,8197,3.03705076,1.117450908,,M,17,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3385,3486,9118,2.693648449,1.029837518,NEG,NOT DETECTED,M17,TRUE
1037,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2693,3089,8329,3.092833271,1.147047902,,N,17,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3572,3567,9899,2.771276596,0.998600224,NEG,NOT DETECTED,N17,TRUE
1038,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,2675,2986,8233,3.077757009,1.116261682,,O,17,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3596,3548,9781,2.71996663,0.986651835,NEG,NOT DETECTED,O17,TRUE
1039,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3007,36148,10438,3.471233788,12.02128367,,P,17,3,POOL00008695,POS,DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,2943,34015,10335,3.511722732,11.55793408,POS,DETECTED,P17,TRUE
1040,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3710,3728,10290,2.773584906,1.004851752,,A,18,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,2621,2626,7314,2.790537963,1.001907669,NEG,NOT DETECTED,A18,TRUE
1041,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3855,5337,59,0.015304799,1.384435798,,B,18,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3405,4451,177,0.051982379,1.307195301,NEG,VOID,B18,TRUE
1042,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3590,3762,9759,2.718384401,1.047910864,,C,18,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3114,3082,9069,2.912331407,0.989723828,NEG,NOT DETECTED,C18,TRUE
1043,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3149,4503,316,0.100349317,1.429977771,,D,18,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3132,8089,259,0.082694764,2.582694764,NEG,VOID,D18,TRUE
1044,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3272,3349,9519,2.909229829,1.023533007,,E,18,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3632,3437,10519,2.896200441,0.946310573,NEG,NOT DETECTED,E18,TRUE
1045,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3441,4892,274,0.079628015,1.421679744,,F,18,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3529,4845,234,0.066307736,1.372910173,NEG,VOID,F18,TRUE
1046,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3248,3324,9752,3.002463054,1.023399015,,G,18,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3546,3301,10313,2.908347434,0.930908065,NEG,NOT DETECTED,G18,TRUE
1047,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3450,4944,154,0.044637681,1.433043478,,H,18,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3547,4828,230,0.06484353,1.361150268,NEG,VOID,H18,TRUE
1048,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3246,3091,10291,3.170363524,0.952248922,,I,18,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,2869,2474,8809,3.070407808,0.862321366,NEG,NOT DETECTED,I18,TRUE
1049,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3617,5154,320,0.088471109,1.424937794,,J,18,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3460,4665,244,0.070520231,1.348265896,NEG,VOID,J18,TRUE
1050,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3302,3564,10006,3.030284676,1.079345851,,K,18,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3323,3346,9585,2.884441769,1.006921457,NEG,NOT DETECTED,K18,TRUE
1051,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3274,4673,340,0.103848503,1.427306048,,L,18,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3218,4424,229,0.071162213,1.374766936,NEG,VOID,L18,TRUE
1052,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3088,3370,9496,3.075129534,1.091321244,,M,18,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3155,3302,8380,2.656101426,1.04659271,NEG,NOT DETECTED,M18,TRUE
1053,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3249,4577,250,0.076946753,1.408741151,,N,18,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3365,4703,51,0.015156018,1.397622585,NEG,VOID,N18,TRUE
1054,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3619,3781,10848,2.997513125,1.044763747,,O,18,2,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3364,3355,8754,2.602259215,0.997324614,NEG,NOT DETECTED,O18,TRUE
1055,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3802,5354,243,0.06391373,1.408206207,,P,18,4,POOL00008695,NEG,VOID,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3440,4631,158,0.045930233,1.34622093,NEG,VOID,P18,TRUE
1056,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3786,3883,10103,2.668515584,1.025620708,,A,19,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3406,3512,7895,2.317968291,1.03112155,NEG,NOT DETECTED,A19,TRUE
1057,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3699,3659,10469,2.830224385,0.989186267,,B,19,3,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3135,3080,8939,2.851355662,0.98245614,NEG,NOT DETECTED,B19,TRUE
1058,799358,2021:12:15:14:38:35,00890018002017.00620201110.799358,3370,3413,9910,2.940652819,1.012759644,,C,19,1,POOL00008695,NEG,NOT DETECTED,606436,2021:12:15:20:04:41,00890018002017.00620210114.606436,3397,3226,10271,3.023550191,0.949661466,NEG,NOT DETECTED,C19,TRUE
